,ID_Cliente,CPF_CNPJ,Nome,Email,Telefone,Data_Cadastro,Status,CEP
22,5955179820938768990,31.594.975/0001-51,Dr. Gabriel Pinto,livia45@example.com,35963032424,2023-10-12,ativo,89956-985
23,3437034682782953792,63.839.436/0001-11,Eloah Campos,pastormaria-eduarda@example.net,22987975010,2022-08-11,ativo,79301-468
24,2037519750138683206,285.730.016-52,Clarice Cardoso,dnogueira@example.org,75910717527,2021-01-15,pendente,93383-168
25,8138138372096940556,08.723.394/0001-75,Ana Cecília da Luz,agatha26@example.com,35991952315,2025-01-25,ativo,34973-870
26,9689543515974204525,67.197.344/0001-67,Vitor Garcia,da-motaalexia@example.net,75981989815,2025-08-04,ativo,06536-958
27,1737689622726036355,666.490.165-69,Theo Macedo,tnascimento@example.org,19981561601,2021-07-02,inativo,17575-309
28,5040096606220613546,68.606.269/0001-03,Maria Eduarda Moura,gael65@example.net,86941593495,2020-07-22,pendente,95134-520
29,6228960084184424544,90.832.169/0001-49,José Fogaça,moraeslucas@example.org,34941585146,2024-09-07,inativo,92068-908
30,6531425670131505619,618.471.731-00,Yasmin da Mata,da-cunhamatteo@example.com,94900779961,2024-06-28,inativo,44881-236
31,2786006278206474921,861.588.623-38,Rafaela Novais,ryancunha@example.org,43918910706,2020-07-16,ativo,45319-297
32,3280827022433545433,80.351.766/0001-66,Sra. Maria Helena Pinto,francisco33@example.net,37922862781,2025-01-21,inativo,89232-950
33,2626042363170522639,678.573.964-71,João Lucas Carvalho,igor51@example.com,67978771997,2024-04-16,ativo,51260-068
34,8534828902640434942,20.778.610/0001-87,Pedro Lucas Oliveira,lorenzovargas@example.com,37957032018,2023-03-03,ativo,63246-815
35,9271465849229026808,93.503.229/0001-70,Henrique Porto,juan26@example.org,24911836864,2021-04-21,inativo,70802-938
36,8651291594788455446,61.491.778/0001-82,Ryan Teixeira,lunnacassiano@example.net,54916053682,2020-05-23,inativo,30566-766
37,7240173339466779203,71.454.040/0001-58,Dante Borges,enovaes@example.net,45956530276,2020-08-08,pendente,14819-632
38,7467305300006278080,47.452.155/0001-31,Dom Moreira,gabriela37@example.com,65926491063,2020-07-14,pendente,51093-607
39,4086698645965919493,49.520.138/0001-05,Sr. Anthony Montenegro,caiocorreia@example.com,89959903515,2025-11-13,inativo,93466-399
40,8173116364732008895,291.434.947-84,João Lucas Novais,sousarenan@example.net,88989615755,2023-10-21,pendente,86537-617
41,3641787012391917999,27.462.266/0001-19,Davi Miguel Alves,leaoisabella@example.com,41949681177,2024-10-05,pendente,29800-900
42,2996922248997072926,553.095.365-14,Sra. Manuela Souza,fernanda44@example.net,99972350047,2024-09-04,inativo,69512-948
43,6114492585329772693,53.836.135/0001-07,Heloisa Sales,nathanbarros@example.net,85911869591,2021-04-05,ativo,47028-498
44,3195615696513985778,30.294.611/0001-98,Stephany Campos,pmelo@example.org,73995995307,2020-06-02,inativo,20923-574
45,6695396453270831555,75.810.411/0001-55,Dr. João Miguel Novaes,ucarvalho@example.net,32903785008,2022-07-02,inativo,74883-934
46,5543708242599893014,228.604.961-23,Dr. Lucca Vieira,oliveirahelena@example.com,61936269115,2025-02-17,inativo,48066-630
47,9854832294946025787,170.041.442-54,Mariah Pires,fonsecajose@example.org,27984654038,2023-07-18,pendente,57470-759
48,5813356741409119063,55.633.612/0001-67,Alice Pereira,ribeiroisis@example.org,67963011136,2023-09-03,inativo,30642-152
49,6743899341865009312,47.860.451/0001-25,Samuel Novais,anthony-gabriel94@example.net,81903341600,2021-05-11,ativo,23508-305
50,3508852822971713405,31.574.462/0001-86,Isis Sá,oaraujo@example.com,47967489297,2024-07-09,pendente,49537-158
51,6126350749095982786,859.559.122-95,Sr. Kevin Brito,ana-liz24@example.com,81966721190,2020-05-25,inativo,75334-970
52,8095901691461542956,677.895.590-64,Sr. Anthony Gabriel Siqueira,mariana71@example.org,67924299017,2025-06-29,ativo,96148-210
53,4723575275692885942,630.752.082-09,Srta. Caroline Andrade,ateixeira@example.com,48967925458,2024-09-27,inativo,82105-081
54,4617817348116509590,673.204.767-65,Maria Helena Oliveira,moreiracarlos-eduardo@example.net,41918264231,2020-12-02,inativo,89750-202
55,9992458394774326444,906.376.056-91,Isabelly Câmara,cunhalaura@example.com,68979032225,2022-12-06,inativo,88571-241
56,2976948981452020913,88.198.307/0001-54,Alexandre Pires,fariasraul@example.com,67969226557,2023-12-13,pendente,27715-261
57,8767964788420524291,463.851.701-79,João Lucas Garcia,smonteiro@example.com,32963017181,2021-05-15,inativo,31241-069
58,5490709513465384314,91.518.178/0001-06,Luiz Miguel Novaes,wcorreia@example.com,13964197570,2020-02-03,inativo,22119-114
59,3434836037463173511,021.690.839-73,Valentim Alves,daniel25@example.org,28950356279,2024-09-06,pendente,95517-412
60,3443529479422371927,02.520.342/0001-20,Vinicius Viana,vasconcelosbianca@example.net,88919302487,2025-12-21,inativo,15996-925
61,8047127036181605369,308.762.742-16,Benjamim Sá,gda-luz@example.org,16910889127,2021-11-13,pendente,60552-777
62,6139585347251690625,284.372.105-57,Bella Abreu,cavalcantelaura@example.com,24968492781,2023-07-13,pendente,69565-765
63,3575839730849586797,325.122.100-10,Dom Oliveira,agathacampos@example.org,53974364776,2024-10-03,ativo,40401-419
64,6567402453576170629,54.340.246/0001-20,Pedro Lucas Machado,pda-rosa@example.com,22996590245,2024-05-27,ativo,96940-175
65,9116010980687147306,92.528.446/0001-20,Agatha Leão,cardosoluisa@example.com,91961811122,2020-06-30,pendente,13946-332
66,3437742988917359186,98.995.936/0001-75,Sr. Théo da Mota,luiza61@example.com,81931435989,2020-06-26,pendente,27974-792
67,1503361837801097427,86.968.331/0001-65,Kamilly Carvalho,ccasa-grande@example.org,34995136523,2022-04-01,ativo,80682-926
68,5654320432089225894,31.529.784/0001-48,Sr. Enzo Gabriel Guerra,mendesemanuelly@example.com,42948602717,2020-10-27,ativo,78135-129
69,7066503827799364938,50.870.809/0001-95,Srta. Ana Vitória Costela,pedro-miguelsampaio@example.com,41994875559,2025-12-15,pendente,99293-737
70,8795592768266481671,564.652.686-14,Enzo Jesus,zoesiqueira@example.net,91991866638,2024-06-18,inativo,07233-652
71,1996227739472284834,800.549.302-13,Ana Cecília da Conceição,vianaisabelly@example.com,38941868402,2021-05-01,inativo,47668-636
72,3022897267282692883,56.045.199/0001-23,Dra. Lunna Silveira,lopesrafael@example.com,84976346337,2022-04-15,inativo,60037-892
73,7668325741930125836,56.093.725/0001-81,Henry Gabriel Fernandes,caldeirastella@example.net,11994584791,2023-12-06,pendente,43754-189
74,1993363049285670678,97.838.444/0001-73,Pedro Miguel da Cruz,maria-julia50@example.org,95978974004,2024-12-30,pendente,91821-862
75,1898881683992703427,946.036.731-04,Dr. Vinícius Gonçalves,martinssarah@example.net,69911986182,2020-10-06,ativo,67802-533
76,5870885792777590911,04.822.345/0001-50,Zoe da Cunha,kazevedo@example.net,44933441098,2023-10-30,ativo,05939-980
77,9479960325132218133,028.843.822-08,Felipe Azevedo,bernardo29@example.net,21976246250,2025-01-27,ativo,00758-958
78,6057628952738833706,011.637.197-98,Dra. Ana Liz Mendes,ssa@example.org,86922303999,2021-03-18,inativo,62462-299
79,8663764366196699600,57.190.015/0001-26,Jade Correia,elisada-luz@example.com,19912625921,2024-04-11,ativo,06103-502
80,4201887391853446337,71.323.951/0001-89,Sra. Sofia Santos,ottoalmeida@example.net,14996726729,2022-05-22,ativo,28005-755
81,9389641439806454523,75.525.868/0001-60,Stephany da Costa,limaisaque@example.org,82961381522,2023-12-03,ativo,07263-449
82,6284076249929798383,067.431.104-96,Yago Fonseca,krodrigues@example.org,82906369547,2020-11-25,ativo,30536-125
83,5580720224214768521,52.067.841/0001-70,Sofia Jesus,melohelena@example.net,96934871590,2021-01-26,pendente,76873-928
84,9277294573682056805,91.015.071/0001-69,Breno Pastor,osiqueira@example.org,67953699276,2024-08-23,inativo,37937-660
85,7734629086277454293,400.097.235-69,Ryan Pires,luiz-fernando23@example.org,73979313361,2020-05-23,inativo,94365-571
86,9717746702791027649,63.358.344/0001-19,Agatha Ferreira,pintoaylla@example.net,88929774819,2024-08-20,inativo,83201-718
87,4107693586164724561,09.759.473/0001-62,Mariah Pereira,davi-luiznogueira@example.net,77953006127,2023-10-18,ativo,35511-811
88,3929266179093753893,935.221.410-24,Maria Fernanda Correia,levi61@example.net,35933582324,2023-01-12,inativo,49040-528
89,8441498963828871897,684.612.370-29,Igor Costa,jgarcia@example.org,81966275296,2025-11-01,pendente,49949-872
90,7306458135310008200,630.944.018-59,Nicole Sampaio,cecilia14@example.net,38915470290,2025-02-21,ativo,90007-814
91,1535873340299480152,780.494.767-88,Isadora Santos,breno01@example.net,65939603937,2023-03-19,pendente,69010-060
92,6763639483994310746,373.622.239-49,Agatha Jesus,amonteiro@example.net,63925419382,2023-08-08,inativo,23621-949
93,7165134767864524004,564.047.667-72,Caleb Oliveira,yan21@example.org,19996077087,2023-11-03,inativo,61286-820
94,2662063883166438602,026.037.283-00,Vitor Viana,juan61@example.org,49914790081,2025-06-29,ativo,96946-949
95,9172989123406704109,66.885.531/0001-58,Mariana Aparecida,cunhavinicius@example.net,67980721942,2023-12-13,ativo,39347-750
96,3615070352776132546,240.294.836-02,Sr. Cauã Peixoto,lorena87@example.com,75967667952,2023-10-03,pendente,98418-261
97,7491892461591931003,26.823.204/0001-27,Anna Liz Brito,benjaminmoraes@example.net,27981879836,2025-11-26,ativo,52336-136
98,8157898472381742112,287.765.784-47,Gabriel Silva,diegocavalcanti@example.org,19974966563,2025-01-16,ativo,16873-672
99,1642066638917745181,93.725.960/0001-44,João Lucas Machado,jmacedo@example.net,32963180392,2023-04-10,pendente,73082-379
100,5975584769255736463,80.722.736/0001-39,Sr. Pedro Lucas Pimenta,icirino@example.com,32910726506,2022-08-02,ativo,65534-625
101,1616105863347903424,909.327.097-31,Dr. Augusto Cunha,ayla81@example.com,37909775325,2021-10-18,ativo,39000-935
102,8746473623650324863,55.805.905/0001-25,Luiz Felipe Machado,garciaemilly@example.net,53934490373,2021-01-31,ativo,20170-826
103,8526992446330519938,642.778.761-36,Gabriel Moura,vianaana-livia@example.com,64947172824,2023-04-15,pendente,15011-589
104,7980619855067804656,77.860.947/0001-61,Dr. Liam Martins,ana-clarada-mota@example.com,37975914138,2021-03-06,ativo,02926-548
105,4394251273912799882,13.856.218/0001-74,Maria Helena Lima,bella50@example.net,85980074639,2023-06-19,inativo,78508-159
106,1629556217474389166,028.764.329-82,Antônio Siqueira,lorenzo56@example.net,47989592569,2024-06-12,inativo,78430-860
107,7249585653335356959,260.390.305-90,Diogo Pimenta,lda-mota@example.com,47933941154,2021-03-14,inativo,98516-051
108,9834014225730944042,469.914.270-01,Maria Fernanda da Luz,catarinamendes@example.com,21976868577,2022-10-18,ativo,64866-433
109,3092555173514910424,10.426.688/0001-67,Maitê Ferreira,enzo29@example.net,69948970140,2022-08-10,inativo,01393-795
110,7561638870223490631,24.347.194/0001-34,Dra. Maria Cecília das Neves,cirinomaysa@example.net,24971917700,2023-05-31,pendente,89681-534
111,3900395294381674255,28.011.395/0001-79,Brenda Rezende,dsampaio@example.net,17973313624,2024-01-03,inativo,87269-519
112,2019603109191296365,499.119.818-96,Ana Julia da Rosa,monteirobruna@example.org,11954734749,2021-06-25,pendente,96264-856
113,5004749209888624499,09.368.034/0001-24,Lucas Duarte,bella15@example.net,43904925770,2022-08-16,ativo,62829-701
114,3800533837497049088,993.240.573-34,Maria Liz Porto,nfogaca@example.net,67961442256,2023-12-04,pendente,52011-363
115,8259749002435741079,969.633.995-70,Dra. Sabrina Gomes,azevedoana-julia@example.org,73982825960,2021-12-21,inativo,71755-594
116,1690201770197852448,12.998.285/0001-11,Sr. Emanuel Azevedo,costelathiago@example.com,16975478234,2020-05-22,pendente,52484-364
117,5318952086930881290,59.931.743/0001-57,Isabella Alves,viniciusrios@example.org,93994503365,2025-11-26,inativo,24418-119
118,4777067474108975336,444.295.602-01,Lívia Oliveira,elisa72@example.org,55903082174,2020-11-15,pendente,88277-299
119,4470034832489586113,80.926.981/0001-99,Brenda Souza,omonteiro@example.com,81990805405,2022-02-12,inativo,06249-181
120,2258655119233476816,220.901.855-44,Rhavi Cassiano,davi-luccamachado@example.com,96913714165,2021-11-16,pendente,46016-667
121,5835613765953462186,595.923.063-88,Beatriz Melo,mariana14@example.com,53934185520,2022-09-24,pendente,24432-139
122,6749846965123028491,59.095.688/0001-30,Allana Mendes,svargas@example.org,21921062184,2025-05-02,pendente,55458-831
123,9317441232752970567,00.147.250/0001-55,Gael Mendonça,aragaoisabelly@example.com,11913001501,2020-02-10,ativo,73867-069
124,6676902038235939295,347.393.509-11,Sr. João Lucas Moreira,caldeirathomas@example.com,74928944066,2024-03-09,ativo,67393-979
125,7900656837832362325,28.868.638/0001-57,Catarina Farias,limamaria-liz@example.org,87990750161,2022-06-21,ativo,28770-489
126,5937594255862889682,643.475.037-44,Maria Clara Montenegro,maria-helena21@example.org,92902386073,2021-07-29,inativo,39788-204
127,4543011689101696788,78.264.279/0001-38,José Miguel Pacheco,gabrielda-cruz@example.net,67927545756,2022-03-10,inativo,20597-091
128,5549623164960288880,309.111.402-39,Valentim Silva,claricesales@example.org,94963987181,2021-01-03,ativo,94022-441
129,3786469804597171813,159.700.444-62,Gael Pires,bianca80@example.net,41933811577,2024-10-05,pendente,70765-315
130,1085014942533536216,78.798.028/0001-24,Pedro Miguel Abreu,fariasravy@example.com,99937613026,2025-03-16,pendente,24672-466
131,5200395522123330614,68.941.530/0001-95,Pietra Vieira,ypires@example.com,55952916723,2021-08-06,pendente,64546-755
132,7537748537248493318,41.763.641/0001-37,Dr. Benjamin Santos,joao-pedro81@example.net,94917005876,2023-07-06,ativo,26733-994
133,4467112455739038055,757.514.767-11,Luiz Henrique Fernandes,maitecavalcante@example.org,43950301229,2024-10-07,ativo,27791-155
134,6516173619049243477,77.725.645/0001-00,Sophie Vasconcelos,cbrito@example.org,18963271268,2020-01-31,inativo,76977-333
135,1404549302002826990,461.031.852-07,Sophia Sá,marcela32@example.org,27984510209,2021-02-17,pendente,00254-469
136,1334854511312692482,048.400.964-45,Léo Nascimento,otto22@example.net,54930589372,2024-10-19,pendente,39169-419
137,2695270786981420934,60.479.322/0001-44,Aurora Gomes,hcassiano@example.com,42924013003,2022-11-05,ativo,90343-774
138,8322258880360891924,31.709.751/0001-59,Rafael da Costa,hellenamoraes@example.org,31994622591,2023-06-03,pendente,23076-107
139,5375832004063226111,886.045.444-22,Fernando Nascimento,vargasjoao-guilherme@example.net,68935530415,2020-08-15,pendente,54554-845
140,8445878802613025681,725.464.841-21,Maria Julia Câmara,joao99@example.org,24902675533,2022-08-06,pendente,71293-554
141,5844373885543939044,17.304.195/0001-93,Davi Lucas da Costa,kevin89@example.com,34989667908,2024-08-25,inativo,40010-750
142,3742023284844013900,49.200.552/0001-10,Gabriela Farias,joao-gabriel67@example.org,19913678514,2023-07-15,ativo,19148-094
143,7911388651097986824,08.876.754/0001-25,Luana Andrade,souzaluiz-fernando@example.net,48942352547,2025-08-01,inativo,27448-321
144,9840428877772320544,67.844.270/0001-03,Dr. Vitor Gabriel Guerra,apollomarques@example.org,19960753114,2022-02-19,pendente,83357-141
145,6869582101803735344,514.862.521-37,Benjamin Cunha,sophiaalves@example.com,82994065491,2021-12-22,ativo,21491-103
146,3945034611161388110,76.687.221/0001-61,Bernardo da Conceição,souzaenrico@example.org,89912305857,2024-06-19,inativo,04623-539
147,1797192621041891094,410.806.989-25,Davi Lucca Cavalcanti,costamarcelo@example.com,37985845083,2022-10-20,inativo,33496-192
148,7398589754022203650,323.433.044-41,Alexia Rodrigues,helenaaraujo@example.com,43972722973,2020-05-14,ativo,46859-964
149,1703644080595816736,30.857.457/0001-88,Rael Sousa,davi-lucas87@example.com,32906024743,2024-12-28,pendente,71404-876
150,1987992516369273083,58.462.211/0001-15,Cecilia Souza,guilhermeda-paz@example.net,51960754346,2021-01-06,ativo,31700-218
151,8266223302099698968,35.818.364/0001-11,Luiza da Paz,luna30@example.org,87917693730,2022-08-12,ativo,17184-748
152,6572570666916127426,213.971.475-08,Calebe Borges,luiz-henrique42@example.org,11900099253,2023-06-19,pendente,37081-603
153,5073716603948626545,611.783.464-46,Theodoro Correia,luiz-fernandoalbuquerque@example.org,63929827290,2021-12-26,ativo,40589-563
154,3078425230499370993,135.984.178-02,Esther Lima,apacheco@example.org,53923733870,2025-08-01,ativo,49844-834
155,1556360067522847734,437.977.165-89,Maria Cecília Garcia,xaparecida@example.org,62908145248,2024-03-26,inativo,15379-565
156,1055109950329275550,87.661.584/0001-80,Sr. José Pedro Nunes,zdias@example.org,81964795689,2022-04-22,ativo,62985-070
157,2990448514529473010,17.714.041/0001-33,Benjamim Souza,melissa58@example.net,18926612788,2022-02-04,inativo,87754-737
158,3109749282990401419,15.202.629/0001-35,Enrico Costa,igorpinto@example.com,99922672073,2022-10-15,pendente,34840-411
159,4917913330793700714,70.493.202/0001-35,Pedro Miguel Fonseca,caleb79@example.net,89996483564,2021-02-02,pendente,75931-395
160,3753593012241027838,886.997.007-90,Ana Cecília Sampaio,apollo99@example.org,14906381976,2021-03-07,inativo,93097-173
161,5386967900872736094,866.018.116-06,Francisco Costela,pedro-miguel38@example.com,68952618849,2023-11-30,ativo,59718-611
162,4759015646247207349,22.092.638/0001-58,Emanuelly Barros,ramosoliver@example.net,86901560985,2023-09-20,ativo,21138-742
163,2764578902706006263,35.261.617/0001-60,Sra. Letícia Aparecida,vieiraana-vitoria@example.net,43952471918,2022-12-16,pendente,69463-000
164,1430854188369463970,27.316.285/0001-06,Olívia Peixoto,yanvieira@example.org,68981202816,2021-12-03,ativo,94745-315
165,4946763487977795909,48.786.020/0001-84,Julia Souza,mendeslaura@example.com,54979009010,2025-04-23,inativo,81229-776
166,7069012881628591546,91.455.990/0001-05,Danilo Ribeiro,sara73@example.net,88997142622,2023-11-25,pendente,20991-187
167,2967197421618232481,813.055.195-92,Luiz Fernando Sampaio,heloisa62@example.com,45958179582,2023-09-29,inativo,25748-910
168,3639972467547405380,82.962.776/0001-67,Aylla da Rocha,pedro-henrique33@example.com,95961906705,2024-10-04,inativo,91205-795
169,6284785789178835457,30.404.131/0001-37,Natália Santos,upacheco@example.net,65904130414,2022-11-11,pendente,08195-234
170,3835105650344392524,658.061.441-73,Maysa Cassiano,da-luzjose-miguel@example.org,55973529280,2023-11-17,pendente,06376-470
171,5897353439337799393,578.680.855-33,Lorenzo Sá,isabellyguerra@example.net,32904712266,2024-11-01,inativo,46412-378
172,8124937817912685574,96.459.491/0001-05,José Cavalcante,dpimenta@example.com,34998740316,2021-07-02,pendente,42904-153
173,5191145808015120802,062.913.103-69,Luiz Henrique da Costa,rmoraes@example.com,37930715861,2024-01-15,inativo,66583-818
174,1367680806615681356,337.661.724-28,Esther Fogaça,lbrito@example.org,15970826346,2024-01-09,pendente,48686-309
175,5086331896137021805,69.725.527/0001-18,Stephany Andrade,mendoncabianca@example.org,14920153064,2022-02-19,inativo,49180-769
176,3675274511362917112,720.625.323-28,Rafael Moraes,aparecidacaua@example.com,95919113462,2022-07-30,ativo,70840-241
177,4367664697798437744,532.113.682-02,Sra. Alice Aparecida,joao-miguelalves@example.com,74974926760,2020-06-16,inativo,59695-139
178,5928859721525299690,376.573.536-53,Dr. Otto Macedo,albuquerquebianca@example.net,87929420815,2025-05-28,ativo,12879-838
179,5007690803165193333,724.607.527-79,Eloah Moura,brenoda-cruz@example.net,55909624986,2024-05-31,ativo,09748-961
180,3605595046275877977,40.927.135/0001-20,Dra. Stella Costa,barrosalana@example.net,16907462121,2021-11-28,inativo,38110-522
181,1837733389664679167,26.764.337/0001-01,Sra. Beatriz Porto,luiza07@example.net,14926153733,2024-03-26,ativo,12220-512
182,5625502380506861199,062.659.625-98,João Felipe Almeida,cavalcantipedro-lucas@example.net,79906555798,2025-01-26,pendente,33288-228
183,9730670697705717113,850.869.773-57,Emanuella Pastor,hda-cruz@example.org,11958778109,2022-07-03,inativo,14545-927
184,8831376354244866620,35.220.612/0001-28,Guilherme Costela,siqueiralucas-gabriel@example.org,38994528302,2024-10-22,pendente,64825-979
185,5561430146421709258,38.036.462/0001-28,Benício Aragão,saana-sophia@example.org,55982589539,2020-06-03,inativo,22225-602
186,9884428928323122978,60.242.798/0001-14,Hellena Novais,beatriz49@example.net,38917317331,2024-09-07,ativo,85494-503
187,1432163926476980495,119.362.195-45,Sr. João Guilherme Cardoso,maria-vitoria30@example.net,67998247222,2025-01-29,ativo,14869-050
188,3806110384133364430,447.748.054-21,Renan Sá,eduardarezende@example.net,92971503254,2021-04-22,ativo,72020-363
189,9090935480851416117,66.677.692/0001-14,Eduardo Teixeira,nathanguerra@example.com,79987829785,2020-01-21,ativo,02254-723
190,9045787109140341702,71.755.334/0001-37,Ana Júlia Campos,mendoncarebeca@example.org,71988987776,2023-02-22,inativo,00864-502
191,4732657122305300291,81.837.911/0001-86,Eduardo Fogaça,ramosdavi-luiz@example.com,89910596962,2022-09-09,inativo,94635-225
192,6117562710935007025,439.905.395-46,Diogo Lima,montenegrobrayan@example.com,22986168802,2023-03-25,pendente,16066-248
193,2117391339756507640,99.443.270/0001-50,Pedro Miguel Fonseca,diego66@example.com,28982533758,2021-04-27,ativo,80141-954
194,8918299910732902906,985.434.136-86,Vinícius Silva,beniciobrito@example.org,54976383528,2020-05-19,inativo,64094-804
195,3940348842500317433,656.681.479-44,Anthony Gabriel Mendes,zmonteiro@example.com,13988714742,2021-09-20,pendente,83328-241
196,7690671053769799128,581.047.311-51,Brenda Freitas,dguerra@example.net,16959820853,2022-08-21,pendente,65744-003
197,9762870691989751373,71.169.419/0001-41,Ester Rezende,kgoncalves@example.org,37972405741,2024-12-11,pendente,86360-204
198,9052779392422315454,95.228.302/0001-65,Stephany Cardoso,pfernandes@example.com,44984077127,2020-01-06,pendente,58694-117
199,9816135222086524804,23.592.812/0001-62,Fernando Mendes,mnunes@example.net,62905212393,2020-01-31,pendente,98246-011
200,2644782563660290131,376.715.094-89,Luiz Miguel Gonçalves,ana-clarapereira@example.com,83917264360,2021-09-03,inativo,52760-058
201,3705002866282045833,307.963.095-92,Eduarda Montenegro,estermendonca@example.org,84946949043,2022-11-02,pendente,35634-133
202,3682750598905227835,29.324.802/0001-97,Lavínia Fogaça,zcorreia@example.net,31990129195,2021-02-05,inativo,71519-414
203,7426567508031871153,15.550.471/0001-45,Heloísa Alves,vasconceloseloah@example.net,83999365535,2023-01-08,inativo,82365-858
204,9756001664712637359,577.449.901-72,Anthony Cirino,nmartins@example.net,41931716950,2022-12-30,inativo,16771-492
205,7861119771974624368,171.788.886-84,Maria Eduarda Silveira,pribeiro@example.net,97944850037,2020-12-20,inativo,08982-007
206,8088576808327906459,142.785.270-30,Sr. Marcos Vinicius Porto,lnogueira@example.com,47937384341,2022-08-19,pendente,30464-433
207,9830576617775568565,27.445.566/0001-09,Maria Luísa Leão,benjamin75@example.net,64956792028,2022-05-19,ativo,76695-121
208,9921245945962215890,882.443.890-12,Ana Luiza Sousa,cavalcanteluna@example.net,41904780345,2024-10-23,pendente,23299-396
209,2289126419873654675,396.525.821-17,Enzo Gabriel Cardoso,vinicius74@example.org,48989938125,2025-10-18,pendente,48321-841
210,7615610012085101446,56.996.842/0001-68,Cauê da Costa,jleao@example.org,41951332493,2023-09-25,inativo,66745-327
211,2023489273164569667,41.400.430/0001-42,Joana Carvalho,rfonseca@example.com,33928641944,2023-01-05,pendente,05113-434
212,2441266430737150664,038.277.937-56,Antonella Fernandes,pcasa-grande@example.com,16991462701,2020-09-06,ativo,76875-719
213,2740406737355627208,90.877.157/0001-37,Isaac da Mata,henrique18@example.org,88995906733,2021-12-01,pendente,49696-234
214,1263282812225850751,753.086.406-70,Pedro Henrique Peixoto,elisa92@example.com,79945739155,2024-08-01,ativo,09863-072
215,9704922731280447750,88.284.040/0001-18,Caleb Farias,martinssophia@example.com,62993229615,2023-06-18,ativo,07581-397
216,9822358474912764537,34.991.193/0001-77,Isis Guerra,hcarvalho@example.org,62901402471,2020-09-05,inativo,82431-592
217,4139915540328416897,15.513.827/0001-37,Augusto Pimenta,martinserick@example.com,17931570702,2023-08-03,ativo,86374-341
218,5326932309255832561,05.634.344/0001-10,Milena Aparecida,aragaobrenda@example.org,53969732088,2021-09-22,pendente,71830-036
219,4399327602578158232,092.074.231-12,Mirella Almeida,gustavo05@example.net,55906441367,2025-02-17,pendente,59624-715
220,2400679597223279474,581.392.485-41,Eloá Fonseca,luisacorreia@example.com,69988720500,2023-11-23,ativo,36449-315
221,7932936565270174373,57.060.390/0001-00,João Miguel Pastor,hmonteiro@example.org,46971420672,2021-05-08,inativo,83353-555
222,2590747087259823085,271.488.098-39,Sr. Rodrigo Freitas,alvestheo@example.com,19944451136,2022-11-28,ativo,86169-848
